agent,depth,layout,average score,average turn time
RandomExpectimaxAgent,2,openClassic,1284.2857142857142,0.06156282584043571
RandomExpectimaxAgent,3,openClassic,1279.5714285714287,0.6258855039513285
RandomExpectimaxAgent,4,openClassic,1340.2857142857142,6.377815804333926
RandomExpectimaxAgent,2,originalClassic,1209.5714285714287,0.011514704526712272
RandomExpectimaxAgent,3,originalClassic,2546.5714285714284,0.03693388455214101
RandomExpectimaxAgent,4,originalClassic,2110.1428571428573,0.18342190241750753
RandomExpectimaxAgent,2,smallClassic,1133.7142857142858,0.012428562170529638
RandomExpectimaxAgent,3,smallClassic,1273.4285714285713,0.07579526863698884
RandomExpectimaxAgent,4,smallClassic,1563.5714285714287,0.4640122995471323
RandomExpectimaxAgent,2,testClassic,562.5714285714286,0.011741780052500322
RandomExpectimaxAgent,3,testClassic,562.8571428571429,0.08006226114866112
RandomExpectimaxAgent,4,testClassic,563.4285714285714,0.4642344723577085
RandomExpectimaxAgent,2,trappedClassic,-58.857142857142854,0.0004836897696218183
RandomExpectimaxAgent,3,trappedClassic,-206.57142857142858,0.0009175872802734375
RandomExpectimaxAgent,4,trappedClassic,-354.2857142857143,0.0010516894491095293
RandomExpectimaxAgent,2,trickyClassic,1491.0,0.0244353547164997
RandomExpectimaxAgent,3,trickyClassic,1673.0,0.20874350496347516
RandomExpectimaxAgent,4,trickyClassic,2114.714285714286,1.7607863280572364
